,Year,Rank,Time,Team,Rider,Country,Time - Seconds,Time - Hours,Time - Minutes,win_flag
2885,1974,1,"116h 16' 58""",Molteni,Eddy Merckx ,BEL,58.0,116,16,1
2886,1976,1,"116h 22' 23""",Gitane–Campagnolo,Lucien Van Impe ,BEL,23.0,116,22,1
2887,2020,119,"+ 5h 08' 10""",Trek–Segafredo,Edward Theuns ,BEL,10.0,5,8,0
2888,2020,127,"+ 5h 14' 52""",Deceuninck–Quick-Step,Tim Declercq ,BEL,52.0,5,14,0
2889,2020,142,"+ 5h 43' 07""",Lotto–Soudal,Jasper De Buyst ,BEL,7.0,5,43,0
2890,2020,145,"+ 6h 01' 48""",Lotto–Soudal,Frederik Frison ,BEL,48.0,6,1,0
2891,2021,141,"+ 5h 01' 09""",Deceuninck–Quick-Step,Tim Declercq ,BEL,9.0,5,1,0
2892,2022,130,"+ 5h 30' 19""",Lotto–Soudal,Frederik Frison ,BEL,19.0,5,30,0
2893,1903,15,"+ 25h 14' 26""",Diamant,Josef Fischer ,GER,26.0,25,14,0
2894,1913,5,"+ 6h 26' 04""",Peugeot,François Faber ,LUX,4.0,6,26,0
2895,1913,13,"+ 19h 11' 13""",J.B. Louvet,Clemente Canepari ,ITA,13.0,19,11,0
2896,1914,9,"+ 6h 15' 53""",Peugeot–Wolber,François Faber ,LUX,53.0,6,15,0
2897,1914,13,"+ 10h 00' 40""",Peugeot–Wolber,Oscar Egg ,SUI,40.0,10,0,0
2898,1914,16,"+ 11h 21' 22""",Alleluia–Continental,Angelo Erba ,ITA,22.0,11,21,0
2899,1914,17,"+ 11h 53' 39""",Phebus–Dunlop,Donald Kirkham ,AUS,39.0,11,53,0
2900,1914,20,"+ 12h 34' 57""",Phebus–Dunlop,Iddo Munro ,AUS,57.0,12,34,0
2901,1914,25,"+ 15h 18' 21""",Clement–Dunlop,Vincenzo Borgarello ,ITA,21.0,15,18,0
2902,1914,37,"+ 23h 08' 26""",Alleluia–Continental,Camillo Bertarelli ,ITA,26.0,23,8,0
2903,1923,26,"+ 11h 00 '47""",Christophe,Carlo Longoni ,ITA,47.0,11,0,0
2904,1923,27,"+ 11h 05 '53""",Touriste-Routier,Charles Parel ,SUI,53.0,11,5,0
2905,1923,29,"+ 13h 18 '28""",Touriste-Routier,Giovanni Rossignoli ,ITA,28.0,13,18,0
2906,1923,38,"+ 34h 01 '56""",Touriste-Routier,Henri Miège ,SUI,56.0,34,1,0
2907,1923,40,"+ 39h 45 '41""",Touriste-Routier,Giuseppe Ercolani ,ITA,41.0,39,45,0
2908,1923,42,"+ 40h 57 '56""",Touriste-Routier,Vincenzo Bianco ,ITA,56.0,40,57,0
2909,1923,43,"+ 41h 58 '42""",Touriste-Routier,Giuseppe Ruffoni ,ITA,42.0,41,58,0
2910,1924,19,"+ 6h 00' 04""",Touriste-Routier,Ottavio Pratesi ,ITA,4.0,6,0,0
2911,1924,28,"+ 14h 50' 28""",Touriste-Routier,Charles Parel ,SUI,28.0,14,50,0
2912,1924,30,"+ 15h 24' 08""",Touriste-Routier,Jaime Janer ,ESP,8.0,15,24,0
2913,1924,31,"+ 15h 54' 56""",Touriste-Routier,Giovanni Rossignoli ,ITA,56.0,15,54,0
2914,1924,32,"+ 16h 11' 51""",Touriste-Routier,Giuseppe Ruffoni ,ITA,51.0,16,11,0
2915,1924,34,"+ 19h 06' 49""",Touriste-Routier,Enrico Sala ,ITA,49.0,19,6,0
2916,1924,35,"+ 19h 11' 39""",Touriste-Routier,Jean Martinet ,SUI,39.0,19,11,0
2917,1924,36,"+ 20h 28' 18""",Touriste-Routier,Luigi Vertemati ,ITA,18.0,20,28,0
2918,1924,41,"+ 23h 22' 06""",Touriste-Routier,Angelo Erba ,ITA,6.0,23,22,0
2919,1924,42,"+ 24h 06' 31""",Touriste-Routier,Victorino Otero ,ESP,31.0,24,6,0
2920,1924,46,"+ 27h 52' 14""",Touriste-Routier,Vincenzo Bianco ,ITA,14.0,27,52,0
2921,1924,47,"+ 28h 24' 17""",Touriste-Routier,Emmanuele Luigi ,ITA,17.0,28,24,0
2922,1924,50,"+ 29h 48' 55""",Touriste-Routier,Mosè Arosio ,ITA,55.0,29,48,0
2923,1924,52,"+ 33h 42' 07""",Touriste-Routier,Augusto Rho ,ITA,7.0,33,42,0
2924,1924,53,"+ 35h 39' 35""",Touriste-Routier,Felice Di Gaetano ,ITA,35.0,35,39,0
2925,1924,55,"+ 36h 46' 37""",Touriste-Routier,Laurent Devalle ,MON,37.0,36,46,0
2926,1924,56,"+ 38h 01' 35""",Touriste-Routier,Henri Miège ,SUI,35.0,38,1,0
2927,1925,1,"219h 10' 18""",Automoto,Ottavio Bottecchia ,ITA,18.0,219,10,1
2928,1925,19,"+7h 18' 13""",Touriste,Giovanni Rossignoli ,ITA,13.0,7,18,0
2929,1925,21,"+7h 31' 40""",Touriste,Michele Gordini ,ITA,40.0,7,31,0
2930,1925,25,"+9h 47' 24""",Christophe,Alfonso Piccin ,ITA,24.0,9,47,0
2931,1925,26,"+9h 55' 12""",Meteore,Angelo Gremo ,ITA,12.0,9,55,0
2932,1925,27,"+10h 24' 50""",Touriste,Giovanni Canova ,ITA,50.0,10,24,0
2933,1925,28,"+10h 38' 43""",Meteore,Arturo Bresciani ,ITA,43.0,10,38,0
2934,1925,29,"+11h 51' 53""",Touriste,Charles Martinet ,SUI,53.0,11,51,0
2935,1925,32,"+15h 23' 17""",Touriste,Mosé Arosio ,ITA,17.0,15,23,0
2936,1925,33,"+15h 49' 19""",Touriste,Umberto Berni ,ITA,19.0,15,49,0
2937,1925,36,"+17h 12' 16""",Touriste,Vincenzo Bianco ,ITA,16.0,17,12,0
2938,1925,40,"+21h 20' 40""",Touriste,Charles Krier ,LUX,40.0,21,20,0
2939,1925,44,"+25h 50' 56""",Touriste,Henri Miège ,SUI,56.0,25,50,0
2940,1926,18,"+7h 10' 35""",Jean Louvet – Hutchinson,Henri Colle ,SUI,35.0,7,10,0
2941,1927,1,"198h 16' 42""",Alcyon–Dunlop,Nicolas Frantz ,LUX,42.0,198,16,1
2942,1927,18,"+ 14h 37' 12""",Touriste-Routier,Secondo Martinetto ,ITA,12.0,14,37,0
2943,1927,22,"+ 16h 53' 36""",Touriste-Routier,Charles Martinet ,SUI,36.0,16,53,0
2944,1927,24,"+ 17h 21' 11""",Touriste-Routier,Michele Gordini ,ITA,11.0,17,21,0
2945,1927,25,"+ 17h 52' 52""",Touriste-Routier,Giovanni Canova ,ITA,52.0,17,52,0
2946,1927,27,"+ 20h 42' 32""",Touriste-Routier,Charles Krier ,LUX,32.0,20,42,0
2947,1927,29,"+ 22h 14' 26""",Touriste-Routier,Giuseppe Rivella ,ITA,26.0,22,14,0
2948,1927,32,"+ 22h 31' 18""",Touriste-Routier,Giovanni Rossignoli ,ITA,18.0,22,31,0
2949,1928,1,"192h 48' 58""",Alcyon–Dunlop,Nicolas Frantz ,LUX,58.0,192,48,1
2950,1928,15,"+ 7h 33' 47""",Elvish–Wolber,Salvador Cardona ,ESP,47.0,7,33,0
2951,1928,18,"+ 8h 34' 25""",Ravat-Wonder-Dunlop,Hubert Opperman ,AUS,25.0,8,34,0
2952,1928,28,"+ 16h 53' 32""",Ravat-Wonder-Dunlop,Harry Watson ,NZL,32.0,16,53,0
2953,1928,38,"+ 22h 01' 49""",Ravat-Wonder-Dunlop,Percy Osborn ,AUS,49.0,22,1,0
2954,1929,24,"+ 6h 14' 09""",Dilecta-Wolber,Mario Pomposi ,ITA,9.0,6,14,0
2955,1929,26,"+ 6h 43' 53""",La Rafale,Settimo Innocenti ,ITA,53.0,6,43,0
2956,1929,32,"+ 10h 33' 00""",Touriste-Routier,Charles Martinet ,SUI,0.0,10,33,0
2957,1929,37,"+ 12h 22' 38""",Touriste-Routier,Guerrino Canova ,ITA,38.0,12,22,0
2958,1929,43,"+ 14h 07' 34""",Touriste-Routier,Guy Bariffi ,SUI,34.0,14,7,0
2959,1929,46,"+ 16h 36' 50""",Touriste-Routier,Robert Recordon ,SUI,50.0,16,36,0
2960,1929,49,"+ 19h 14' 16""",Touriste-Routier,Battista Berardi ,ITA,16.0,19,14,0
2961,1929,51,"+ 21h 20' 17""",Touriste-Routier,Eugen Werner ,SUI,17.0,21,20,0
2962,1930,34,"+ 5h 11' 15""",Spain,Juan Mateu ,ESP,15.0,5,11,0
2963,1930,36,"+ 6h 27' 47""",Spain,Jose Trueba ,ESP,47.0,6,27,0
2964,1930,45,"+ 8h 23' 55""",Touriste-Routier,Jean Martinet ,SUI,55.0,8,23,0
2965,1930,48,"+ 9h 10' 33""",Touriste-routier (Côte d'Azur),Battista Berardi ,ITA,33.0,9,10,0
2966,1930,49,"+ 9h 19' 38""",Touriste-routier (Champagne),Guy Bariffi ,SUI,38.0,9,19,0
2967,1931,35,"+ 6h 27' 06""",Australia/Switzerland,Richard Lamb ,AUS,6.0,6,27,0
2968,1932,56,"+ 5h 03' 01""",Germany/Austria,Georg Umbenhauer ,GER,1.0,5,3,0
2969,1932,57,"+ 5h 05' 14""",Germany/Austria,Rudolf Risch ,GER,14.0,5,5,0
2970,1934,37,"+ 5h 46' 38""",Germany,Willi Kutschbach ,GER,38.0,5,46,0
2971,1934,38,"+ 6h 37' 55""",Germany,Rudolf Risch ,GER,55.0,6,37,0
2972,1934,39,"+ 7h 15' 36""",Italy,Antonio Folco ,ITA,36.0,7,15,0
2973,1935,34,"+ 5h 06' 16""",German individual,Erich Haendel ,GER,16.0,5,6,0
2974,1935,39,"+ 5h 37' 50""",Spanish individual,Vicente Bachero ,ESP,50.0,5,37,0
2975,1935,40,"+ 5h 49' 01""",Swiss individual,Kurt Stettler ,SUI,1.0,5,49,0
2976,1935,42,"+ 6h 11' 55""",Germany,Otto Weckerling ,GER,55.0,6,11,0
2977,1935,45,"+ 6h 59' 19""",German individual,Ferdi Ickes ,GER,19.0,6,59,0
2978,1935,46,"+ 7h 40' 39""",Germany,Willi Kutschbach ,GER,39.0,7,40,0
2979,1937,43,"+ 5h 03' 09""",Germany,Herbert Hauswald ,GER,9.0,5,3,0
2980,1937,45,"+ 6h 15' 29""",Germany,Reinhold Wendel ,GER,29.0,6,15,0
2981,1937,46,"+ 6h 39' 25""",Luxembourg,Aloïs Klensch ,LUX,25.0,6,39,0
2982,1938,1,"148h 29' 12""",Italy,Gino Bartali ,ITA,12.0,148,29,1
2983,1938,55,"+ 5h 02' 34""",Netherlands,Janus Hellemons ,NED,34.0,5,2,0
2984,1947,52,"+ 6h 05' 34""",Switzerland/Luxembourg,Leo Weilenmann ,SUI,34.0,6,5,0
2985,1947,53,"+ 7h 48' 18""",Switzerland/Luxembourg,Pietro Tarchini ,SUI,18.0,7,48,0
2986,1948,1,"147h 10' 36""",Italy,Gino Bartali ,ITA,36.0,147,10,1
2987,1949,1,"149h 40' 49""",Italy,Fausto Coppi ,ITA,49.0,149,40,1
2988,1949,51,"+ 5h 03' 51""",Italy,Ettore Milano ,ITA,51.0,5,3,0
2989,1949,52,"+ 5h 11' 57""",Italy,Giovanni Corrieri ,ITA,57.0,5,11,0
2990,1949,53,"+ 5h 38' 28""",Italy,Angelo Brignole ,ITA,28.0,5,38,0
2991,1949,55,"+ 6h 06' 51""",Italy,Guido De Santi ,ITA,51.0,6,6,0
2992,1950,1,"145h 36' 56""",Switzerland,Ferdinand Kübler ,SUI,56.0,145,36,1
2993,1951,1,"142h 20' 14""",Switzerland,Hugo Koblet ,SUI,14.0,142,20,1
2994,1952,1,"151h 57' 20""",Italy,Fausto Coppi ,ITA,20.0,151,57,1
2995,1952,76,"+ 5h 21' 13""",Netherlands,Henk Faanhof ,NED,13.0,5,21,0
2996,1954,68,"+ 5h 50' 12""",Luxembourg/Austria,Kurt Schneider ,AUT,12.0,5,50,0
2997,1954,69,"+ 6h 07' 29""",Luxembourg/Austria,Marcel Dierkens ,LUX,29.0,6,7,0
2998,1955,69,"+ 6h 06' 01""",Great Britain,Tony Hoar ,GBR,1.0,6,6,0
2999,1958,1,"116h 59' 05""",Netherlands/Luxembourg,Charly Gaul ,LUX,5.0,116,59,1
3000,1959,1,"123h 46' 45""",Spain,Federico Bahamontes ,ESP,45.0,123,46,1
3001,1960,1,"112h 08' 42""",Italy,Gastone Nencini ,ITA,42.0,112,8,1
3002,1965,1,"116h 42' 06""",Salvarani,Felice Gimondi ,ITA,6.0,116,42,1
3003,1968,1,"133h 49' 42""",Netherlands,Jan Janssen ,NED,42.0,133,49,1
3004,1973,1,"122h 25' 34""",Bic,Luis Ocaña ,ESP,34.0,122,25,1
3005,1980,1,"109h 19' 14""",TI–Raleigh–Creda,Joop Zoetemelk ,NED,14.0,109,19,1
3006,1986,1,"110h 35' 19""",La Vie Claire,Greg LeMond ,USA,19.0,110,35,1
3007,1987,1,"115h 27' 42""",Carrera Jeans–Vagabond,Stephen Roche ,IRE,42.0,115,27,1
3008,1988,1,"84h 27' 53""",Reynolds,Pedro Delgado ,ESP,53.0,84,27,1
3009,1989,1,"87h 38' 35""",AD Renting–W-Cup–Bottecchia,Greg LeMond ,USA,35.0,87,38,1
3010,1990,1,"90h 43' 20""",Z–Tomasso,Greg LeMond ,USA,20.0,90,43,1
3011,1991,1,"101h 01' 20""",Banesto,Miguel Induráin ,ESP,20.0,101,1,1
3012,1992,1,"100h 49' 30""",Banesto,Miguel Induráin ,ESP,30.0,100,49,1
3013,1993,1,"95h 57' 09""",Banesto,Miguel Induráin ,ESP,9.0,95,57,1
3014,1994,1,"103h 38' 38""",Banesto,Miguel Induráin ,ESP,38.0,103,38,1
3015,1995,1,"92h 44' 59""",Banesto,Miguel Induráin ,ESP,59.0,92,44,1
3016,1996,1,"95h 57' 16""",Team Telekom,Bjarne Riis ,DEN,16.0,95,57,1
3017,1997,1,"100h 30' 35""",Team Telekom,Jan Ullrich ,GER,35.0,100,30,1
3018,1998,1,"92h 49' 46""",Mercatone Uno–Bianchi,Marco Pantani ,ITA,46.0,92,49,1
3019,1999,1,"91h 32' 16""",U.S. Postal Service,Lance Armstrong ,USA[a],16.0,91,32,1
3020,2000,1,"92h 33' 08""",U.S. Postal Service,Lance Armstrong ,USA[a],8.0,92,33,1
3021,2006,1,"89h 40' 27""",Caisse d'Epargne–Illes Balears,Óscar Pereiro ,ESP,27.0,89,40,1
3022,2007,1,"91h 00' 26""",Discovery Channel,Alberto Contador ,ESP,26.0,91,0,1
3023,2008,1,"87h 52' 52""",CSC–Saxo Bank,Carlos Sastre ,ESP,52.0,87,52,1
3024,2009,1,"85h 48' 35""",Astana,Alberto Contador ,ESP,35.0,85,48,1
3025,2010,1,"91h 59' 27""",Team Saxo Bank,Andy Schleck ,LUX,27.0,91,59,1
3026,2012,1,"87h 34' 47""",Team Sky,Bradley Wiggins ,GBR,47.0,87,34,1
3027,2013,1,"83h 56' 40""",Team Sky,Chris Froome ,UK,40.0,83,56,1
3028,2014,1,"89h 59' 06""",Astana,Vincenzo Nibali ,ITA,6.0,89,59,1
3029,2014,161,"+ 5h 06' 27""",Giant–Shimano,Marcel Kittel ,GER,27.0,5,6,0
3030,2014,162,"+ 5h 10' 40""",Cannondale,Elia Viviani ,ITA,40.0,5,10,0
3031,2014,163,"+ 5h 11' 58""",Lampre–Merida,Davide Cimolai ,ITA,58.0,5,11,0
3032,2014,164,"+ 6h 02' 24""",Giant–Shimano,Ji Cheng ,CHN,24.0,6,2,0
3033,2015,1,"84h 46' 14""",Team Sky,Chris Froome ,GBR,14.0,84,46,1
3034,2016,1,"89h 04' 48""",Team Sky,Chris Froome ,GBR,48.0,89,4,1
3035,2016,173,"+ 5h 01' 18""",Lotto–Soudal,Lars Bak ,DEN,18.0,5,1,0
3036,2016,174,"+ 5h 17' 14""",Bora–Argon 18,Sam Bennett ,IRL,14.0,5,17,0
3037,2017,1,"86h 20' 55""",Team Sky,Chris Froome ,GBR,55.0,86,20,1
3038,2018,1,"83h 17' 13""",Team Sky,Geraint Thomas ,GBR,13.0,83,17,1
3039,2019,1,"82h 57' 00""",Team Ineos,Egan Bernal ,COL,0.0,82,57,1
3040,2020,1,"87h 20' 05""",UAE Team Emirates,Tadej Pogačar ,SLO,5.0,87,20,1
3041,2020,114,"+ 5h 00' 04""",Deceuninck–Quick-Step,Kasper Asgreen ,DEN,4.0,5,0,0
3042,2020,118,"+ 5h 05' 28""",Team Jumbo–Visma,Tony Martin ,GER,28.0,5,5,0
3043,2020,120,"+ 5h 09' 02""",Israel Start-Up Nation,Nils Politt ,GER,2.0,5,9,0
3044,2020,121,"+ 5h 09' 32""",NTT Pro Cycling,Ryan Gibbons ,RSA,32.0,5,9,0
3045,2020,124,"+ 5h 11' 03""",Trek–Segafredo,Mads Pedersen ,DEN,3.0,5,11,0
3046,2020,125,"+ 5h 12' 04""",CCC Team,Jonas Koch ,GER,4.0,5,12,0
3047,2020,126,"+ 5h 13' 11""",Team Sunweb,Nikias Arndt ,GER,11.0,5,13,0
3048,2020,128,"+ 5h 17' 28""",Team Jumbo–Visma,Amund Grøndahl Jansen ,NOR,28.0,5,17,0
3049,2020,129,"+ 5h 17' 50""",Ineos Grenadiers,Luke Rowe ,GBR,50.0,5,17,0
3050,2020,130,"+ 5h 26' 21""",Deceuninck–Quick-Step,Michael Mørkøv ,DEN,21.0,5,26,0
3051,2020,132,"+ 5h 28' 28""",UAE Team Emirates,Alexander Kristoff ,NOR,28.0,5,28,0
3052,2020,134,"+ 5h 29' 38""",NTT Pro Cycling,Max Walscheid ,GER,38.0,5,29,0
3053,2020,135,"+ 5h 30' 01""",Cofidis,Elia Viviani ,ITA,1.0,5,30,0
3054,2020,138,"+ 5h 32' 33""",Deceuninck–Quick-Step,Sam Bennett ,IRL,33.0,5,32,0
3055,2020,139,"+ 5h 34' 43""",Israel Start-Up Nation,Guy Niv ,ISR,43.0,5,34,0
3056,2020,140,"+ 5h 38' 16""",Team Sunweb,Cees Bol ,NED,16.0,5,38,0
3057,2020,141,"+ 5h 42' 13""",Total Direct Énergie,Niccolò Bonifazio ,ITA,13.0,5,42,0
3058,2020,143,"+ 5h 46' 27""",Bahrain–McLaren,Marco Haller ,AUT,27.0,5,46,0
3059,2020,144,"+ 5h 50' 25""",Lotto–Soudal,Caleb Ewan ,AUS,25.0,5,50,0
3060,2020,146,"+ 6h 07' 02""",Lotto–Soudal,Roger Kluge ,GER,2.0,6,7,0
3061,2021,1,"82h 56' 36""",UAE Team Emirates,Tadej Pogačar ,SLO,36.0,82,56,1
3062,2022,1,"79h 33' 20""",Team Jumbo–Visma,Jonas Vingegaard ,DEN,20.0,79,33,1
3063,2022,123,"+ 5h 00' 13""",UAE Team Emirates,Mikkel Bjerg ,DEN,13.0,5,0,0
3064,2022,124,"+ 5h 02' 34""",Intermarché–Wanty–Gobert Matériaux,Taco van der Hoorn ,NLD,34.0,5,2,0
3065,2022,126,"+ 5h 15' 09""",UAE Team Emirates,Marc Hirschi ,SUI,9.0,5,15,0
3066,2022,127,"+ 5h 15' 26""",Team BikeExchange–Jayco,Christopher Juul-Jensen ,DEN,26.0,5,15,0
3067,2022,129,"+ 5h 23' 38""",Quick-Step Alpha Vinyl Team,Fabio Jakobsen ,NLD,38.0,5,23,0
3068,2022,131,"+ 5h 31' 25""",Lotto–Soudal,Reinardt Janse van Rensburg ,RSA,25.0,5,31,0
3069,2022,132,"+ 5h 31' 27""",Team BikeExchange–Jayco,Amund Grøndahl Jansen ,NOR,27.0,5,31,0
3070,2022,133,"+ 5h 36' 33""",Movistar Team,Albert Torres ,ESP,33.0,5,36,0
3071,2022,134,"+ 5h 40' 42""",Lotto–Soudal,Caleb Ewan ,AUS,42.0,5,40,0
3072,1903,4,"+ 4h 39' 30""",La Française,Rodolfo Muller ,ITA,30.0,4,39,0
3073,1913,4,"+ 4h 12' 45""",Griffon,Firmin Lambot ,BEL,45.0,4,12,0
3074,1925,10,"+4h 06' 03""",Meteore,Federico Gay ,ITA,3.0,4,6,0
3075,1925,12,"+4h 37' 14""",Thomann,Adelin Benoit ,BEL,14.0,4,37,0
3076,1925,14,"+4h 48' 44""",J.B. Louvet,Hector Martin ,BEL,44.0,4,48,0
3077,1926,12,"+4h 00' 35""",Automoto–Hutchinson,Joseph Van Dam ,BEL,35.0,4,0,0
3078,1926,13,"+4h 07' 24""",Automoto–Hutchinson,Omer Huyse ,BEL,24.0,4,7,0
3079,1926,14,"+4h 28' 19""",J.B. Louvet – Wolber,Camille Van de Casteele ,BEL,19.0,4,28,0
3080,1927,5,"+ 4h 45' 01""",Alcyon–Dunlop,Adelin Benoit ,BEL,1.0,4,45,0
3081,1929,17,"+ 4h 11' 54""",De Dion Bouton-Wolber,Armand Van Bruaene ,BEL,54.0,4,11,0
3082,1929,18,"+ 4h 14' 24""",Elvish-Wolber,Charles Govaert ,BEL,24.0,4,14,0
3083,1930,30,"+ 4h 23' 52""",Belgium,Omer Taverne ,BEL,52.0,4,23,0
3084,1930,31,"+ 4h 41' 30""",Italy,Marco Giuntelli ,ITA,30.0,4,41,0
3085,1930,33,"+ 4h 54' 30""",Germany,Alfred Siegel ,GER,30.0,4,54,0
3086,1931,30,"+ 4h 39' 43""",Italy,Fabio Battesini ,ITA,43.0,4,39,0
3087,1931,33,"+ 4h 47' 09""",Touriste-Routier,Julius Goedhuys ,BEL,9.0,4,47,0
3088,1932,45,"+ 4h 00' 17""",Touriste-Routier,Nicolas Frantz ,LUX,17.0,4,0,0
3089,1932,48,"+ 4h 20' 41""",Touriste-Routier,Karl Altenburger ,GER,41.0,4,20,0
3090,1932,50,"+ 4h 21' 15""",Touriste-Routier,Jean-Pierre Muller ,LUX,15.0,4,21,0
3091,1932,55,"+ 4h 54' 45""",Switzerland,August Erne ,SUI,45.0,4,54,0
3092,1934,29,"+ 4h 00' 09""",Individual,Ettore Meini ,ITA,9.0,4,0,0
3093,1934,30,"+ 4h 03' 25""",Switzerland/Spain,Luciano Montero ,ESP,25.0,4,3,0
3094,1934,31,"+ 4h 27' 07""",Individual,Jean Wauters ,BEL,7.0,4,27,0
3095,1934,32,"+ 4h 28' 12""",Belgium,Romain Gijssels ,BEL,12.0,4,28,0
3096,1935,26,"+ 4h 14' 37""",Swiss individual,Fritz Hartmann ,SUI,37.0,4,14,0
3097,1935,27,"+ 4h 17' 32""",Italian individual,Orlando Teani ,ITA,32.0,4,17,0
3098,1935,29,"+ 4h 28' 05""",Belgium,Jean Aerts ,BEL,5.0,4,28,0
3099,1935,32,"+ 4h 51' 06""",Spain,Antonio Prior ,ESP,6.0,4,51,0
3100,1936,42,"+ 4h 43' 33""",Touriste-Routier,Abd-el-Kader Abbes ,ALG,33.0,4,43,0
3101,1937,39,"+ 4h 02' 48""",Switzerland,René Pedroli ,SUI,48.0,4,2,0
3102,1937,41,"+ 4h 19' 08""",Germany,Otto Weckerling ,GER,8.0,4,19,0
3103,1938,54,"+ 4h 18' 17""",Italy,Nello Troggi ,ITA,17.0,4,18,0
3104,1947,34,"+ 4h 06' 36""",Netherlands/Strangers of France,Édouard Klabinski ,POL,36.0,4,6,0
3105,1947,38,"+ 4h 29' 06""",Belgium,René Oreel ,BEL,6.0,4,29,0
3106,1947,42,"+ 4h 42' 27""",Belgium,Maurice Mollin ,BEL,27.0,4,42,0
3107,1947,43,"+ 4h 43' 47""",Belgium,Roger Gyselinck ,BEL,47.0,4,43,0
3108,1947,45,"+ 4h 45' 14""",Belgium,Jean Breuer ,BEL,14.0,4,45,0
3109,1947,47,"+ 4h 52' 18""",Netherlands/Strangers of France,Victor Joly ,BEL,18.0,4,52,0
3110,1948,44,"+ 4h 26' 43""",Italy Cadets,Vittorio Seghezzi ,ITA,43.0,4,26,0
3111,1949,50,"+ 4h 53' 35""",Italy,Luciano Pezzi ,ITA,35.0,4,53,0
3112,1950,51,"+ 4h 06' 47""",Switzerland,Fritz Zbinden ,SUI,47.0,4,6,0
3113,1952,65,"+ 4h 06' 33""",South-East,Joseph Mirando ,ITA,33.0,4,6,0
3114,1952,69,"+ 4h 18' 54""",Netherlands,Hein van Breenen ,NED,54.0,4,18,0
3115,1952,72,"+ 4h 45' 51""",Switzerland,Heinrich Spuhler ,SUI,51.0,4,45,0
3116,1954,64,"+ 4h 36' 29""",Belgium,Marcel Hendrickx ,BEL,29.0,4,36,0
3117,1955,64,"+ 4h 14' 46""",Luxembourg/Mixed,Russell Mockridge ,AUS,46.0,4,14,0
3118,1955,65,"+ 4h 26' 34""",Spain,José Mateo ,ESP,34.0,4,26,0
3119,1955,67,"+ 4h 34' 05""",Switzerland,Ernst Rudolf ,SUI,5.0,4,34,0
3120,1956,86,"+ 4h 02' 22""",Netherlands,Jef Lahaye ,NED,22.0,4,2,0
3121,1956,87,"+ 4h 07' 53""",Switzerland,Werner Arnold ,SUI,53.0,4,7,0
3122,1957,55,"+ 4h 18' 03""",Switzerland,Tony Graeser ,SUI,3.0,4,18,0
3123,1960,80,"+ 4h 48' 02""",Switzerland/Luxembourg,Hans Schleuniger ,SUI,2.0,4,48,0
3124,1960,81,"+ 4h 58' 59""",Spain,José Berrendero ,ESP,59.0,4,58,0
3125,1962,93,"+ 4h 08' 09""",Ignis–Moschettieri,Carlo Guarguaglini ,ITA,9.0,4,8,0
3126,1962,94,"+ 4h 29' 28""",Ignis–Moschettieri,Augusto Marcaletti ,ITA,28.0,4,29,0
3127,1979,89,"+ 4h 19' 21""",DAF Trucks–Aida,Gerhard Schönbacher ,AUT,21.0,4,19,0
3128,1981,121,"+ 4h 29' 54""",Teka–Campagnolo,Faustino Cueli ,ESP,54.0,4,29,0
3129,1983,88,"+ 4h 02' 46""",Jacky Aernoudt–Rossin–Campagnolo,Marcel Laurens ,BEL,46.0,4,2,0
3130,1984,123,"+ 4h 00' 30""",Cilo–Aufina–Crans–Montana,Marcel Russenberger ,SUI,30.0,4,0,0
3131,1984,124,"+ 4h 01' 17""",Cilo–Aufina–Crans–Montana,Gilbert Glaus ,SUI,17.0,4,1,0
3132,1985,144,"+ 4h 13' 48""",Santini,Manrico Ronchiato ,ITA,48.0,4,13,0
3133,1987,135,"+ 4h 23' 30""",Caja Rural–Orbea,Mathieu Hermans ,NED,30.0,4,23,0
3134,1992,130,"+ 4h 12' 11""",Amaya Seguros,Fernando Quevedo ,ESP,11.0,4,12,0
3135,1997,130,"+ 4h 02' 11""",Team Polti,Rossano Brasi ,ITA,11.0,4,2,0
3136,1997,132,"+ 4h 06' 05""",MG Maglificio–Technogym,Matteo Tosatto ,ITA,5.0,4,6,0
3137,1997,133,"+ 4h 06' 53""",Batik–Del Monte,Gianluca Pierobon ,ITA,53.0,4,6,0
3138,1997,134,"+ 4h 11' 22""",GAN,Eros Poli ,ITA,22.0,4,11,0
3139,1997,136,"+ 4h 15' 48""",Roslotto–ZG Mobili,Torsten Schmidt ,GER,48.0,4,15,0
3140,1997,137,"+ 4h 17' 35""",Saeco,Philipp Buschor ,SUI,35.0,4,17,0
3141,2003,139,"+ 4h 03' 40""",Kelme–Costa Blanca,David Muñoz ,ESP,40.0,4,3,0
3142,2003,140,"+ 4h 04' 10""",FDJeux.com,Baden Cooke ,AUS,10.0,4,4,0
3143,2003,142,"+ 4h 05' 46""",Kelme–Costa Blanca,Julian Usano ,ESP,46.0,4,5,0
3144,2003,143,"+ 4h 13' 28""",Lotto–Domo,Robbie McEwen ,AUS,28.0,4,13,0
3145,2003,144,"+ 4h 14' 48""",Vini Caldirola–So.di,Dario Andriotto ,ITA,48.0,4,14,0
3146,2003,145,"+ 4h 26' 08""",Team Bianchi,Daniel Becke ,GER,8.0,4,26,0
3147,2003,146,"+ 4h 27' 59""",Alessio,Alessandro Bertolini ,ITA,59.0,4,27,0
3148,2003,147,"+ 4h 48' 35""",Lotto–Domo,Hans De Clercq ,BEL,35.0,4,48,0
